0-7=7|8-1=7
95-19=83|96-13=83
95-19=84|99-15=84
95-26=71|96-25=71
95-26=74|99-25=74
95-27=75|96-21=75
95-27=78|99-21=78
95-28=73|99-26=73
95-28=76|96-20=76
95-28=79|99-20=79
95-29=71|96-25=71
95-29=73|96-23=73
95-29=74|99-25=74
95-29=76|99-23=76
95-36=61|96-35=61
95-36=64|99-35=64
95-37=65|96-31=65
95-38=63|99-36=63
95-38=66|96-30=66
95-38=69|99-30=69
95-39=61|96-35=61
95-39=63|96-33=63
95-39=64|99-35=64
95-46=51|96-45=51
95-46=54|99-45=54
95-47=55|96-41=55
95-47=58|99-41=58
95-48=53|99-46=53
95-48=56|96-40=56
95-48=59|99-40=59
95-49=51|96-45=51
95-49=53|96-43=53
95-49=54|99-45=54
95-49=56|99-43=56
95-56=41|96-55=41
95-56=44|99-55=44
95-57=45|96-51=45
95-57=48|99-51=48
95-58=43|99-56=43
95-58=46|96-50=46
95-58=49|99-50=49
95-59=41|96-55=41
95-59=43|96-53=43
95-59=44|99-55=44
95-59=46|99-53=46
95-6=91|96-5=91
95-6=94|99-5=94
95-66=31|96-65=31
95-66=34|99-65=34
95-67=35|96-61=35
95-68=33|99-66=33
95-68=36|96-60=36
95-68=39|99-60=39
95-69=31|96-65=31
95-69=33|96-63=33
95-69=34|99-65=34
95-7=95|96-1=95
95-7=98|99-1=98
95-76=21|96-75=21
95-76=24|99-75=24
95-77=25|96-71=25
95-77=28|99-71=28
95-78=23|99-76=23
95-78=26|96-70=26
95-78=29|99-70=29
95-79=21|96-75=21
95-79=23|96-73=23
95-79=24|99-75=24
95-79=26|99-73=26
95-8=93|99-6=93
95-86=11|96-85=11
95-86=14|99-85=14
95-87=15|96-81=15
95-88=13|99-86=13
95-88=16|96-80=16
95-88=19|99-80=19
95-89=11|96-85=11
95-89=13|96-83=13
95-89=14|99-85=14
95-9=91|96-5=91
95-9=93|96-3=93
95-9=94|99-5=94
95-9=96|99-3=96
95-96=1|96-95=1
95-96=4|99-95=4
95-97=5|96-91=5
95-97=8|99-91=8
95-98=3|99-96=3
95-99=1|96-95=1
95-99=3|96-93=3
95-99=4|99-95=4
95-99=6|99-93=6
95+17=107|96+11=107
95+18=106|96+10=106
95+18=118|99+19=118
95+27=117|96+21=117
95+28=116|96+20=116
95+28=128|99+29=128
95+37=127|96+31=127
95+38=126|96+30=126
95+38=138|99+39=138
95+47=137|96+41=137
95+48=136|96+40=136
95+48=148|99+49=148
95+57=147|96+51=147
95+58=146|96+50=146
95+58=158|99+59=158
95+67=157|96+61=157
95+68=156|96+60=156
95+68=168|99+69=168
95+7=97|96+1=97
95+77=167|96+71=167
95+78=166|96+70=166
95+78=178|99+79=178
95+8=108|99+9=108
95+87=177|96+81=177
95+88=176|96+80=176
95+88=188|99+89=188
95+97=187|96+91=187
95+98=186|96+90=186
95+98=198|99+99=198
96-13=76|95-19=76
96-15=76|95-19=76
96-15=79|95-16=79
96-18=79|98-19=79
96-18=82|98-16=82
96-19=83|98-15=83
96-19=85|98-13=85
96-23=66|95-29=66
96-25=66|95-29=66
96-25=69|95-26=69
96-28=69|98-29=69
96-28=72|98-26=72
96-29=73|98-25=73
96-29=75|98-23=75
96-3=86|95-9=86
96-33=56|95-39=56
96-35=56|95-39=56
96-35=59|95-36=59
96-38=59|98-39=59
96-38=62|98-36=62
96-39=63|98-35=63
96-39=65|98-33=65
96-43=46|95-49=46
96-45=46|95-49=46
96-45=49|95-46=49
96-48=49|98-49=49
96-48=52|98-46=52
96-49=53|98-45=53
96-49=55|98-43=55
96-5=86|95-9=86
96-5=89|95-6=89
96-53=36|95-59=36
96-55=36|95-59=36
96-55=39|95-56=39
96-58=39|98-59=39
96-58=42|98-56=42
96-59=43|98-55=43
96-59=45|98-53=45
96-63=26|95-69=26
96-65=26|95-69=26
96-65=29|95-66=29
96-68=29|98-69=29
96-68=32|98-66=32
96-69=33|98-65=33
96-69=35|98-63=35
96-73=16|95-79=16
96-75=16|95-79=16
96-75=19|95-76=19
96-78=19|98-79=19
96-78=22|98-76=22
96-79=23|98-75=23
96-79=25|98-73=25
96-8=89|98-9=89
96-8=92|98-6=92
96-83=6|95-89=6
96-85=6|95-89=6
96-85=9|95-86=9
96-88=12|98-86=12
96-88=9|98-89=9
96-89=13|98-85=13
96-89=15|98-83=15
96-9=93|98-5=93
96-9=95|98-3=95
96-98=2|98-96=2
96-99=3|98-95=3
96-99=5|98-93=5
96+0=103|95+8=103
96+1=102|95+7=102
96+10=113|95+18=113
96+11=112|95+17=112
96+13=114|95+19=114
96+19=111|98+13=111
96+20=123|95+28=123
96+21=122|95+27=122
96+23=124|95+29=124
96+29=121|98+23=121
96+3=104|95+9=104
96+30=133|95+38=133
96+31=132|95+37=132
96+33=134|95+39=134
96+39=131|98+33=131
96+40=143|95+48=143
96+41=142|95+47=142
96+43=144|95+49=144
96+49=141|98+43=141
96+50=153|95+58=153
96+51=152|95+57=152
96+53=154|95+59=154
96+59=151|98+53=151
96+60=163|95+68=163
96+61=162|95+67=162
96+63=164|95+69=164
96+69=161|98+63=161
96+70=173|95+78=173
96+71=172|95+77=172
96+73=174|95+79=174
96+79=171|98+73=171
96+80=183|95+88=183
96+81=182|95+87=182
96+83=184|95+89=184
96+89=181|98+83=181
96+9=101|98+3=101
96+90=193|95+98=193
96+91=192|95+97=192
96+93=194|95+99=194
96+99=191|98+93=191
97-0=83|91-8=83
97-1=84|91-7=84
97-10=73|91-18=73
97-11=74|91-17=74
97-13=72|91-19=72
97-19=73|91-18=73
97-20=63|91-28=63
97-21=64|91-27=64
97-23=62|91-29=62
97-29=63|91-28=63
97-3=82|91-9=82
97-30=53|91-38=53
97-31=54|91-37=54
97-33=52|91-39=52
97-35=52|91-39=52
97-36=53|91-38=53
97-39=53|91-38=53
97-40=43|91-48=43
97-41=44|91-47=44
97-43=42|91-49=42
97-45=42|91-49=42
97-46=43|91-48=43
97-49=43|91-48=43
97-5=82|91-9=82
97-50=33|91-58=33
97-51=34|91-57=34
97-53=32|91-59=32
97-55=32|91-59=32
97-56=33|91-58=33
97-59=33|91-58=33
97-6=83|91-8=83
97-60=23|91-68=23
97-61=24|91-67=24
97-63=22|91-69=22
97-66=23|91-68=23
97-69=23|91-68=23
97-70=13|91-78=13
97-71=14|91-77=14
97-73=12|91-79=12
97-75=12|91-79=12
97-76=13|91-78=13
97-79=13|91-78=13
97-80=3|91-88=3
97-81=4|91-87=4
97-83=2|91-89=2
97-85=2|91-89=2
97-86=3|91-88=3
97-89=3|91-88=3
97-9=83|91-8=83
97+0=99|91+8=99
97+10=109|91+18=109
97+15=107|91+16=107
97+19=109|91+18=109
97+20=119|91+28=119
97+25=117|91+26=117
97+29=119|91+28=119
97+30=129|91+38=129
97+35=127|91+36=127
97+39=129|91+38=129
97+40=139|91+48=139
97+45=137|91+46=137
97+49=139|91+48=139
97+5=97|91+6=97
97+50=149|91+58=149
97+55=147|91+56=147
97+59=149|91+58=149
97+60=159|91+68=159
97+65=157|91+66=157
97+69=159|91+68=159
97+70=169|91+78=169
97+75=167|91+76=167
97+79=169|91+78=169
97+80=179|91+88=179
97+85=177|91+86=177
97+89=179|91+88=179
97+9=99|91+8=99
97+90=189|91+98=189
97+95=187|91+96=187
97+99=189|91+98=189
98-0=82|90-8=82
98-0=91|99-8=91
98-1=92|99-7=92
98-10=72|90-18=72
98-10=78|96-18=78
98-10=81|99-18=81
98-11=79|96-17=79
98-11=82|99-17=82
98-13=77|96-19=77
98-13=80|99-19=80
98-15=77|96-19=77
98-16=72|90-18=72
98-16=78|96-18=78
98-16=81|99-18=81
98-19=72|90-18=72
98-19=78|96-18=78
98-19=81|99-18=81
98-20=62|90-28=62
98-20=71|99-28=71
98-21=69|96-27=69
98-21=72|99-27=72
98-23=67|96-29=67
98-23=70|99-29=70
98-25=67|96-29=67
98-26=68|96-28=68
98-26=71|99-28=71
98-29=62|90-28=62
98-29=68|96-28=68
98-29=71|99-28=71
98-3=87|96-9=87
98-3=90|99-9=90
98-30=52|90-38=52
98-30=58|96-38=58
98-30=61|99-38=61
98-31=59|96-37=59
98-31=62|99-37=62
98-33=57|96-39=57
98-33=60|99-39=60
98-35=57|96-39=57
98-36=52|90-38=52
98-36=58|96-38=58
98-36=61|99-38=61
98-39=52|90-38=52
98-39=58|96-38=58
98-39=61|99-38=61
98-40=42|90-48=42
98-40=48|96-48=48
98-40=51|99-48=51
98-41=49|96-47=49
98-41=52|99-47=52
98-43=47|96-49=47
98-43=50|99-49=50
98-45=47|96-49=47
98-46=42|90-48=42
98-46=48|96-48=48
98-46=51|99-48=51
98-49=42|90-48=42
98-49=48|96-48=48
98-49=51|99-48=51
98-5=87|96-9=87
98-50=32|90-58=32
98-50=38|96-58=38
98-50=41|99-58=41
98-51=39|96-57=39
98-51=42|99-57=42
98-53=37|96-59=37
98-53=40|99-59=40
98-55=37|96-59=37
98-56=32|90-58=32
98-56=38|96-58=38
98-56=41|99-58=41
98-59=32|90-58=32
98-59=38|96-58=38
98-59=41|99-58=41
98-6=82|90-8=82
98-6=88|96-8=88
98-6=91|99-8=91
98-60=22|90-68=22
98-60=31|99-68=31
98-61=29|96-67=29
98-61=32|99-67=32
98-63=27|96-69=27
98-63=30|99-69=30
98-65=27|96-69=27
98-66=28|96-68=28
98-66=31|99-68=31
98-69=22|90-68=22
98-69=28|96-68=28
98-69=31|99-68=31
98-70=12|90-78=12
98-70=18|96-78=18
98-70=21|99-78=21
98-71=19|96-77=19
98-71=22|99-77=22
98-73=17|96-79=17
98-73=20|99-79=20
98-75=17|96-79=17
98-76=12|90-78=12
98-76=18|96-78=18
98-76=21|99-78=21
98-79=12|90-78=12
98-79=18|96-78=18
98-79=21|99-78=21
98-80=11|99-88=11
98-80=2|90-88=2
98-80=8|96-88=8
98-81=12|99-87=12
98-81=9|96-87=9
98-83=10|99-89=10
98-83=7|96-89=7
98-85=7|96-89=7
98-86=11|99-88=11
98-86=2|90-88=2
98-86=8|96-88=8
98-89=11|99-88=11
98-89=2|90-88=2
98-89=8|96-88=8
98-9=82|90-8=82
98-9=88|96-8=88
98-90=1|99-98=1
98-91=2|99-97=2
98-96=1|99-98=1
98+1=103|96+7=103
98+1=97|90+7=97
98+11=107|90+17=107
98+11=113|96+17=113
98+13=109|90+19=109
98+13=115|96+19=115
98+13=118|99+19=118
98+15=106|90+16=106
98+15=118|99+19=118
98+21=117|90+27=117
98+21=123|96+27=123
98+23=119|90+29=119
98+23=125|96+29=125
98+23=128|99+29=128
98+25=116|90+26=116
98+25=128|99+29=128
98+3=105|96+9=105
98+3=108|99+9=108
98+3=99|90+9=99
98+31=127|90+37=127
98+31=133|96+37=133
98+33=129|90+39=129
98+33=135|96+39=135
98+33=138|99+39=138
98+35=126|90+36=126
98+35=138|99+39=138
98+41=137|90+47=137
98+41=143|96+47=143
98+43=139|90+49=139
98+43=145|96+49=145
98+43=148|99+49=148
98+45=136|90+46=136
98+45=148|99+49=148
98+5=108|99+9=108
98+5=96|90+6=96
98+51=147|90+57=147
98+51=153|96+57=153
98+53=149|90+59=149
98+53=155|96+59=155
98+53=158|99+59=158
98+55=146|90+56=146
98+55=158|99+59=158
98+61=157|90+67=157
98+63=159|90+69=159
98+63=165|96+69=165
98+63=168|99+69=168
98+65=156|90+66=156
98+65=168|99+69=168
98+71=167|90+77=167
98+71=173|96+77=173
98+73=169|90+79=169
98+73=175|96+79=175
98+73=178|99+79=178
98+75=166|90+76=166
98+75=178|99+79=178
98+81=177|90+87=177
98+83=179|90+89=179
98+83=185|96+89=185
98+83=188|99+89=188
98+85=176|90+86=176
98+85=188|99+89=188
98+91=187|90+97=187
98+91=193|96+97=193
98+93=189|90+99=189
98+93=195|96+99=195
98+93=198|99+99=198
98+95=186|90+96=186
98+95=198|99+99=198
99-0=87|95-8=87
99-1=88|95-7=88
99-10=77|95-18=77
99-11=76|93-17=76
99-11=78|95-17=78
99-13=74|93-19=74
99-13=76|95-19=76
99-15=77|93-16=77
99-16=77|95-18=77
99-18=82|98-16=82
99-20=67|95-28=67
99-21=66|93-27=66
99-23=64|93-29=64
99-25=67|93-26=67
99-26=67|95-28=67
99-28=72|98-26=72
99-3=84|93-9=84
99-3=86|95-9=86
99-30=57|95-38=57
99-31=56|93-37=56
99-31=58|95-37=58
99-33=54|93-39=54
99-33=56|95-39=56
99-35=54|93-39=54
99-35=57|93-36=57
99-36=57|95-38=57
99-38=62|98-36=62
99-40=47|95-48=47
99-41=46|93-47=46
99-41=48|95-47=48
99-43=44|93-49=44
99-43=46|95-49=46
99-45=44|93-49=44
99-45=47|93-46=47
99-46=47|95-48=47
99-48=52|98-46=52
99-5=84|93-9=84
99-5=87|93-6=87
99-50=37|95-58=37
99-51=36|93-57=36
99-51=38|95-57=38
99-53=34|93-59=34
99-53=36|95-59=36
99-55=34|93-59=34
99-55=37|93-56=37
99-56=37|95-58=37
99-58=42|98-56=42
99-6=87|95-8=87
99-60=27|95-68=27
99-61=26|93-67=26
99-63=24|93-69=24
99-65=27|93-66=27
99-66=27|95-68=27
99-68=32|98-66=32
99-70=17|95-78=17
99-71=16|93-77=16
99-71=18|95-77=18
99-73=14|93-79=14
99-73=16|95-79=16
99-75=14|93-79=14
99-75=17|93-76=17
99-76=17|95-78=17
99-78=22|98-76=22
99-8=92|98-6=92
99-80=7|95-88=7
99-81=8|95-87=8
99-83=4|93-89=4
99-83=6|95-89=6
99-85=4|93-89=4
99-85=7|93-86=7
99-86=7|95-88=7
99-88=12|98-86=12
99-98=2|98-96=2
99+0=101|93+8=101
99+0=103|95+8=103
99+1=102|95+7=102
99+10=111|93+18=111
99+10=113|95+18=113
99+11=112|95+17=112
99+16=111|93+18=111
99+17=109|98+11=109
99+20=121|93+28=121
99+20=123|95+28=123
99+21=122|95+27=122
99+26=121|93+28=121
99+27=119|98+21=119
99+30=131|93+38=131
99+30=133|95+38=133
99+31=132|95+37=132
99+36=131|93+38=131
99+37=129|98+31=129
99+40=141|93+48=141
99+40=143|95+48=143
99+41=142|95+47=142
99+46=141|93+48=141
99+47=139|98+41=139
99+50=151|93+58=151
99+51=152|95+57=152
99+56=151|93+58=151
99+57=149|98+51=149
99+6=101|93+8=101
99+60=161|93+68=161
99+61=162|95+67=162
99+66=161|93+68=161
99+67=159|98+61=159
99+7=99|98+1=99
99+70=171|93+78=171
99+70=173|95+78=173
99+71=172|95+77=172
99+76=171|93+78=171
99+77=169|98+71=169
99+80=181|93+88=181
99+81=182|95+87=182
99+86=181|93+88=181
99+87=179|98+81=179
99+90=191|93+98=191
99+91=192|95+97=192
99+96=191|93+98=191
99+97=189|98+91=189
